time,open,high,low,close,Fundezy Fast SMA (5),Fundezy Slow SMA (200),Fundezy SuperTrend,Fundezy Fast MA,Fundezy Medium MA,Fundezy Slow MA,Fundezy Coloured MA,Fundezy 3xMA Direction,Fundezy LONG Entry,Fundezy SHORT Entry,Fundezy ColouredMA Arrow,Buy Signal,EMA,VIX · TVC: close,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1780333200,4510.9,4525.6,4501.4,4517.5,4500.1599999999935,4519.032500000007,,4528.652659952628,4528.706667153896,4524.2623180202645,4557.291358024686,,0,0,,0,4529.6685384825205,15.95,44.45905254530084,40.10306669372191,,,,
1780336800,4517.4,4520.2,4514.8,4516.8,4507.499999999993,4519.097000000006,,4527.57514541148,4528.281429041257,4524.096488730926,4554.791049382711,,0,0,,0,4529.163889914578,15.73,44.20992684599152,40.02476508823829,,,,
1780340400,4516.5,4518.2,4509.1,4511.1,4512.019999999992,4519.231000000007,,4526.077404919527,4527.667806575498,4523.807677870238,4552.145987654315,,0,0,,0,4528.455502074791,15.85,42.13927589994235,39.663312729653384,,,,
1780344000,4511.2,4515.7,4510.2,4514.8,4514.1599999999935,4519.469000000007,,4525.052186290479,4527.208242054944,4523.607507250899,4549.396913580242,,0,0,,0,4527.919992189505,16.06,43.97366255915044,39.936864268265126,,,,
1780351200,4515.8,4517.9,4509.5,4515.3,4515.099999999993,4519.715500000007,,4524.165623900435,4526.782947695839,4523.422895978657,4546.544135802465,,0,0,,0,4527.4250905350145,,44.23097042934083,40.187484118748856,,,,
1780354800,4515.3,4518.6,4508.2,4514.3,4514.459999999994,4519.966000000007,,4523.2687490003955,4526.337128135273,4523.220164956909,4543.650925925921,,0,0,,0,4526.910381102269,,43.79773183648524,40.5591901238734,,,,
1780358400,4514.4,4526.8,4506.3,4511,4513.299999999994,4520.145000000007,,4522.153408182177,4525.789373559013,4522.948605735644,4540.708950617278,,0,0,,0,4526.286444588454,,42.32443432823084,40.8773709614659,,,,
1780362000,4510.7,4522,4492.3,4503.6,4511.799999999994,4520.279500000007,,4520.466734711071,4524.996895931906,4522.518636719296,4537.795679012339,,0,0,,0,4525.396780094789,,39.14454133270155,40.58194057394852,,,,
1780365600,4503.7,4516.4,4502,4516.2,4512.079999999993,4520.4560000000065,,4520.078849737337,4524.682721077195,4522.378222569979,4534.897222222216,,0,0,,0,4525.036122051856,,46.51324516548398,40.72965802790434,,,,
1780369200,4515.8,4530,4515.6,4529.5,4514.919999999994,4520.671000000007,,4520.935317943034,4524.85476675301,4522.536484290646,4532.128395061723,,0,0,,1,4525.211176089038,,52.98462963404153,41.480833338544315,,,,
1780372800,4529.3,4548.6,4528,4547.7,4521.599999999993,4520.972000000007,,4523.368470857304,4525.670667940402,4523.095673528631,4529.642592592587,,0,0,,1,4526.093090752213,,60.099037445732534,43.902922683394,,,,
1780376400,4547.7,4558.8,4545.7,4547,4528.799999999994,4521.221500000007,,4525.5167916884575,4526.432429799674,4523.62688078355,4527.406481481476,,0,0,,1,4526.912969546244,,59.72469919975658,45.968097517932776,,,,
1780380000,4546.9,4568.8,4546.9,4566,4541.279999999993,4521.5455000000065,,4529.197083353143,4527.845557306828,4524.568505655027,4525.454012345674,,0,0,,1,4528.445794269921,,65.9281415649904,47.92627968047786,,,,
1780383600,4565.8,4571.3,4558,4565.2,4551.079999999994,4521.876500000008,,4532.4700757755845,4529.179644545869,4525.471427751582,4523.765740740735,,0,0,,1,4529.887135671101,,65.47088155964823,49.642873596199756,,,,
